Transaction_ID,Product_ID,Product_Category,Price,Discount,Customer_ID,Customer_Age,Customer_Gender,Purchase_Timestamp,Payment_Method,Shipping_Type,Review_Rating,Purchase Probability
T555767,P8118,Books,963.61,35.56,C92839,31,Female,11/6/2024 0:24,Net Banking,Express,3,0
T939809,P7686,Home & Kitchen,280.58,68.13,C55097,25,Other,11/24/2024 20:55,PayPal,Express,3,1
T678438,P3237,Home & Kitchen,297.65,52.36,C61168,55,Other,6/14/2024 19:31,PayPal,Express,2,0
T102010,P8517,Books,457.84,24.57,C19569,68,Other,8/30/2024 8:10,Debit Card,Express,2,0
T926946,P1086,Electronics,199.05,56.32,C56137,43,Female,7/23/2024 22:05,PayPal,Standard,4,1
T524285,P4739,Electronics,931.52,25.88,C82499,58,Other,9/1/2024 3:49,Debit Card,Standard,4,0
T139220,P7327,Books,607.31,50.26,C34779,47,Other,8/25/2024 7:00,PayPal,Express,3,0
T549073,P1306,Home & Kitchen,628.59,69.24,C15763,30,Female,12/30/2024 19:00,Credit Card,Express,4,1
T620622,P4176,Books,185.1,29.08,C16240,47,Female,4/5/2024 0:31,Credit Card,Standard,5,1
T491842,P7830,Home & Kitchen,390.3,110.07,C81175,51,Female,3/20/2024 11:15,Debit Card,Express,3,1
T863746,P4650,Books,932.12,67.8,C56610,67,Male,12/23/2024 16:37,Debit Card,Express,4,0
T506773,P7900,Books,211.16,52.55,C41917,51,Male,4/13/2024 12:11,Net Banking,Express,1,0
T573849,P4267,Electronics,515.69,121.42,C97723,36,Male,2/17/2024 4:00,Debit Card,Express,4,1
T741376,P3499,Electronics,736.92,51.58,C47248,22,Female,2/27/2024 17:36,PayPal,Standard,2,0
T445043,P4962,Electronics,955.32,259.32,C56093,41,Female,4/18/2024 11:56,Credit Card,Express,3,0
T741376,P3499,Electronics,736.92,51.58,C47248,22,Female,2/27/2024 17:36,PayPal,Standard,2,0
T329275,P3404,Clothing,171.97,15.38,C72125,19,Male,6/18/2024 22:44,Net Banking,Express,5,1
T483786,P6913,Home & Kitchen,490.96,39.45,C81765,49,Female,1/1/2024 23:29,Net Banking,Express,2,0
T784323,P5329,Home & Kitchen,58.55,14.49,C36446,47,Male,3/25/2024 18:16,Net Banking,Express,4,1
T580198,P6542,Electronics,572.72,53.81,C15812,61,Male,12/8/2024 2:25,PayPal,Standard,3,0
T245522,P9683,Home & Kitchen,209.57,10.52,C87332,52,Male,7/23/2024 12:55,Credit Card,Express,2,0
T301536,P4247,Books,518.34,48.93,C95975,48,Other,11/5/2024 3:46,Net Banking,Express,1,0
T775654,P8381,Books,974.14,45.72,C93693,70,Female,8/14/2024 9:45,Credit Card,Standard,2,0
T631182,P1880,Electronics,879.96,31.45,C95253,46,Male,4/2/2024 23:50,Net Banking,Standard,4,0
T311284,P4460,Clothing,533.67,79.45,C29292,69,Female,6/8/2024 6:26,Credit Card,Standard,2,0
T598471,P8645,Clothing,613.08,146.98,C21843,22,Male,4/11/2024 20:22,Net Banking,Express,3,1
T284420,P8451,Clothing,234.09,67.5,C41956,33,Male,3/13/2024 8:14,Credit Card,Express,3,1
T950419,P1819,Electronics,214.95,43,C10384,48,Female,4/4/2024 5:05,Net Banking,Express,4,1
T325993,P9567,Books,519.72,36.53,C89530,53,Female,6/29/2024 5:30,Credit Card,Standard,3,0
T882567,P6323,Electronics,445.63,7.15,C37823,25,Male,6/7/2024 1:16,Credit Card,Standard,5,1
T740878,P5657,Home & Kitchen,895.24,47.31,C85563,41,Female,6/28/2024 19:12,Credit Card,Standard,2,0
T659607,P2884,Clothing,923.04,16.11,C43595,56,Male,6/29/2024 11:32,Net Banking,Express,3,0
T835897,P9198,Electronics,314.18,37.25,C97088,22,Female,10/9/2024 0:03,Net Banking,Standard,2,1
T744284,P1246,Home & Kitchen,849.26,243.68,C39943,68,Female,1/7/2024 18:13,PayPal,Express,2,0
T616704,P6271,Home & Kitchen,923.52,167.3,C83159,42,Other,1/27/2024 21:40,PayPal,Express,4,0
T424448,P9365,Electronics,670.33,25.55,C76616,20,Female,7/8/2024 0:29,PayPal,Express,2,0
T261816,P6065,Clothing,294.66,50.46,C68870,58,Female,9/21/2024 20:17,PayPal,Express,2,0
T326043,P2695,Home & Kitchen,834.4,167.91,C46683,39,Other,5/25/2024 6:26,Net Banking,Standard,1,0
T898966,P9943,Books,294.69,87.34,C81347,27,Female,7/31/2024 3:50,Credit Card,Express,3,1
T586611,P9032,Electronics,236.48,50.87,C79584,25,Male,10/8/2024 4:06,Net Banking,Standard,3,1
T284420,P8451,Clothing,234.09,67.5,C41956,33,Male,3/13/2024 8:14,Credit Card,Express,3,1
T357561,P9036,Clothing,797.78,11.59,C15883,23,Female,9/17/2024 2:55,PayPal,Express,3,0
T696951,P8099,Clothing,752.07,59.7,C62899,56,Male,1/1/2024 18:24,Debit Card,Express,5,1
T418812,P1260,Clothing,376.07,90.96,C48533,50,Male,1/24/2024 5:37,PayPal,Express,5,1
T459386,P3912,Clothing,78.66,13.67,C31588,58,Male,11/1/2024 6:31,Net Banking,Express,5,1
T498843,P2495,Electronics,468,91.84,C94938,55,Female,1/18/2024 12:11,PayPal,Express,1,0
T768568,P6854,Books,531.24,92.23,C26232,62,Female,4/30/2024 4:35,Credit Card,Standard,4,1
T938093,P6497,Books,495.95,113.19,C69348,63,Male,12/21/2024 6:06,Net Banking,Express,3,0
T154759,P4184,Clothing,698.48,22.26,C16989,18,Female,1/11/2024 21:47,Credit Card,Express,2,0
T652054,P5825,Home & Kitchen,47.09,12.23,C94408,27,Female,5/22/2024 11:14,Debit Card,Express,1,1
T301462,P4124,Books,458.32,54.31,C81170,26,Male,7/12/2024 4:20,Credit Card,Standard,2,0
T791719,P5515,Electronics,908.07,46.79,C51908,53,Female,1/21/2024 0:42,PayPal,Standard,4,0
T649765,P4869,Home & Kitchen,528.36,85.97,C12320,44,Male,8/26/2024 16:12,Credit Card,Standard,5,1
T875351,P2390,Electronics,479.63,137.89,C80520,67,Female,4/8/2024 17:50,Debit Card,Standard,2,0
T640505,P9409,Clothing,682.22,127.05,C22717,30,Male,10/23/2024 20:20,Net Banking,Standard,3,1
T287785,P8264,Electronics,18.69,3.22,C58392,41,Other,6/4/2024 14:44,Debit Card,Express,2,1
T281574,P7718,Home & Kitchen,261.22,68.18,C58948,52,Male,1/17/2024 9:23,PayPal,Standard,2,0
T909831,P1412,Books,840.93,184.31,C17106,30,Male,12/19/2024 23:15,Credit Card,Express,5,1
T150893,P8968,Clothing,384.4,99.54,C23900,30,Female,6/13/2024 23:11,PayPal,Express,2,1
T395911,P6386,Home & Kitchen,190.36,28.95,C97700,19,Other,3/25/2024 10:44,PayPal,Standard,2,1
T594628,P3604,Home & Kitchen,721.03,45.87,C60622,32,Female,6/24/2024 16:19,Credit Card,Express,2,0
T542470,P8086,Electronics,581.33,137.19,C20125,60,Female,8/24/2024 5:29,Credit Card,Express,3,0
T907539,P9645,Home & Kitchen,458.9,120.92,C29725,69,Female,9/25/2024 10:42,Credit Card,Standard,3,0
T357561,P9036,Clothing,797.78,11.59,C15883,23,Female,9/17/2024 2:55,PayPal,Express,3,0
T598061,P9994,Books,197.24,10.68,C29841,55,Other,7/3/2024 9:35,Net Banking,Standard,2,0
T830381,P3733,Home & Kitchen,61.66,9.32,C16036,50,Female,1/22/2024 10:03,Credit Card,Standard,3,1
T420338,P4185,Home & Kitchen,559.56,15.73,C48759,29,Other,3/26/2024 17:37,Credit Card,Standard,2,0
T353462,P8533,Electronics,286.7,14.45,C79233,25,Female,9/30/2024 16:14,Debit Card,Express,3,1
T746913,P2680,Home & Kitchen,253.29,7.26,C48048,21,Female,1/26/2024 4:39,PayPal,Express,4,1
T558198,P5884,Books,766.2,174.08,C66768,53,Female,3/25/2024 2:14,Net Banking,Standard,4,1
T750452,P1124,Electronics,314.15,31.25,C77020,18,Male,7/14/2024 7:16,Debit Card,Express,2,1
T255636,P3511,Home & Kitchen,447.63,13.92,C87423,58,Other,10/22/2024 4:37,Net Banking,Express,4,1
T345422,P3131,Electronics,512.93,48.24,C38239,60,Female,6/4/2024 5:37,Debit Card,Standard,5,1
T154805,P2700,Books,353.98,95.1,C62253,31,Male,7/21/2024 6:45,Debit Card,Express,3,1
T124048,P5266,Home & Kitchen,625.05,78.42,C25852,51,Male,9/10/2024 16:24,Net Banking,Express,3,0
T191617,P5260,Clothing,228.14,66.98,C74990,62,Male,1/31/2024 6:36,Credit Card,Standard,5,1
T772174,P6401,Clothing,54.23,14.98,C29977,68,Male,10/2/2024 7:07,PayPal,Standard,4,1
T491221,P7074,Electronics,54.29,11.31,C66147,26,Female,2/8/2024 4:18,Net Banking,Standard,4,1
T894638,P1885,Home & Kitchen,66.53,19.89,C61013,55,Male,2/4/2024 0:12,Debit Card,Express,4,1
T157582,P6787,Electronics,461.32,52.96,C17505,38,Female,12/2/2024 12:05,Net Banking,Express,5,1
T758572,P1834,Clothing,729.26,208.45,C26749,34,Other,6/19/2024 4:44,Debit Card,Express,5,1
T516136,P2707,Books,564.43,11.51,C51879,25,Male,1/4/2024 3:53,Credit Card,Express,5,1
T399382,P9389,Clothing,434.41,25.8,C28858,47,Other,11/16/2024 23:10,Debit Card,Standard,2,0
T552316,P7965,Home & Kitchen,408.3,7.87,C21444,34,Other,10/24/2024 2:46,Net Banking,Standard,1,0
T796855,P7791,Clothing,493.57,59.47,C63639,59,Female,3/12/2024 2:27,Credit Card,Express,2,0
T420110,P1274,Home & Kitchen,615.81,105.88,C43873,60,Male,2/17/2024 3:45,PayPal,Express,3,0
T458030,P4379,Clothing,799.83,99.83,C10921,21,Other,10/14/2024 8:20,PayPal,Standard,4,1
T448280,P9274,Clothing,20.03,2.29,C82312,59,Male,6/6/2024 15:07,Net Banking,Standard,1,0
T892667,P2579,Electronics,823.15,156.35,C78393,28,Male,2/24/2024 20:32,PayPal,Standard,5,1
T236209,P8063,Home & Kitchen,430.8,112.14,C63413,62,Female,3/26/2024 8:39,PayPal,Express,1,0
T428534,P5641,Clothing,916.46,105.2,C43478,24,Female,9/8/2024 8:42,Credit Card,Standard,2,0
T119239,P2643,Electronics,755.68,135.06,C89120,54,Female,5/3/2024 21:30,Debit Card,Express,3,0
T260349,P1246,Books,666.63,80.53,C98626,34,Female,1/16/2024 18:45,PayPal,Standard,1,0
T158646,P8991,Books,597.25,40.14,C11475,66,Other,1/4/2024 18:19,Credit Card,Standard,1,0
T340200,P3788,Books,960.08,59.68,C46566,56,Other,8/1/2024 9:14,Net Banking,Express,5,0
T909619,P5964,Electronics,994.28,248.07,C38923,46,Other,6/11/2024 6:10,Debit Card,Express,3,0
T247512,P6908,Electronics,475.98,80.9,C37467,64,Female,5/12/2024 15:04,PayPal,Express,5,1
T408893,P6027,Clothing,733.76,104.81,C53247,52,Other,3/22/2024 7:11,Debit Card,Express,3,0
T487446,P2191,Books,925.2,212.55,C22275,61,Male,9/23/2024 3:20,PayPal,Express,2,0
T182765,P5733,Books,301.39,39.99,C92268,54,Female,3/28/2024 0:43,Debit Card,Standard,5,1
T717900,P1821,Electronics,960.54,277.05,C92767,46,Other,1/9/2024 20:43,PayPal,Standard,1,0
T661660,P9045,Home & Kitchen,168.82,12.2,C79955,20,Other,11/25/2024 19:49,PayPal,Standard,1,0
T224058,P2395,Books,579.68,17.4,C51086,48,Male,10/24/2024 21:41,PayPal,Standard,4,1
T546469,P2268,Clothing,235.72,59.83,C34636,65,Female,2/28/2024 21:23,PayPal,Express,2,0
T393511,P9859,Electronics,501.64,139.51,C17312,62,Female,4/23/2024 5:32,Debit Card,Standard,2,0
T831572,P5518,Books,335.09,87.23,C66204,47,Male,8/28/2024 6:38,Net Banking,Standard,5,1
T697746,P9025,Home & Kitchen,632.29,9.45,C66282,28,Female,9/14/2024 2:56,PayPal,Express,5,1
T226923,P3193,Home & Kitchen,565.28,58.53,C99282,18,Other,5/28/2024 2:51,Net Banking,Standard,2,0
T417644,P4389,Home & Kitchen,244.06,11.2,C57680,34,Female,12/21/2024 5:29,Credit Card,Express,3,1
T109136,P3231,Clothing,129.94,3.81,C57266,48,Male,1/17/2024 20:01,Debit Card,Standard,4,1
T742509,P3492,Electronics,279.84,81.88,C88849,18,Male,2/14/2024 15:37,Credit Card,Express,3,1
T681497,P8906,Electronics,753.71,102.18,C94938,63,Male,7/24/2024 21:25,Credit Card,Standard,5,1
T559672,P5310,Clothing,886.8,110.93,C85186,30,Female,12/5/2024 15:38,Credit Card,Standard,4,1
T689775,P5171,Electronics,921.31,149.47,C57245,65,Other,12/13/2024 18:34,Debit Card,Express,5,0
T791719,P5515,Electronics,908.07,46.79,C51908,53,Female,1/21/2024 0:42,PayPal,Standard,4,0
T211780,P2257,Books,916.42,229.91,C19645,47,Other,2/3/2024 12:18,PayPal,Express,2,0
T560200,P6116,Home & Kitchen,25.37,2.11,C46747,21,Female,8/15/2024 23:10,Net Banking,Standard,5,1
T381614,P7042,Clothing,876.97,153.34,C41930,56,Male,7/30/2024 1:21,PayPal,Express,4,0
T825824,P6896,Electronics,57.27,3.24,C97202,44,Other,5/13/2024 4:06,PayPal,Standard,3,1
T262333,P8061,Clothing,419.86,45.7,C62780,20,Female,4/5/2024 11:48,Net Banking,Express,2,0
T951213,P4760,Electronics,122.93,33.91,C40869,19,Other,4/6/2024 16:53,PayPal,Standard,4,1
T814848,P2519,Books,405.43,26.78,C60784,30,Other,4/13/2024 20:37,Net Banking,Express,5,1
T317999,P3995,Electronics,22.61,3.08,C99784,25,Female,4/26/2024 16:09,Credit Card,Express,5,1
T291502,P4578,Books,466.45,29.54,C43824,42,Male,5/5/2024 8:26,Debit Card,Standard,2,0
T248471,P3668,Electronics,411.68,19.75,C77101,53,Other,11/10/2024 22:14,PayPal,Standard,5,1
T265956,P6354,Home & Kitchen,41.14,8.47,C43411,64,Other,12/15/2024 0:51,Credit Card,Express,2,0
T602068,P5945,Electronics,657.01,135.43,C31822,33,Female,6/22/2024 9:20,PayPal,Standard,1,0
T465165,P6507,Electronics,536.48,74.52,C75191,67,Male,4/5/2024 0:41,PayPal,Express,1,0
T647032,P7738,Books,228.5,2.25,C11217,32,Male,7/29/2024 1:49,Net Banking,Express,5,1
T911778,P2485,Electronics,777.69,202.86,C44206,28,Female,12/16/2024 18:12,Net Banking,Standard,1,0
T598471,P8645,Clothing,613.08,146.98,C21843,22,Male,4/11/2024 20:22,Net Banking,Express,3,1
T214770,P2946,Clothing,499.82,65.42,C28938,62,Female,5/22/2024 23:16,Net Banking,Standard,4,1
T749881,P3300,Clothing,773.85,225.98,C84606,48,Male,4/17/2024 22:36,Debit Card,Standard,1,0
T380172,P9314,Home & Kitchen,370.8,85.31,C12435,32,Other,4/23/2024 19:59,Net Banking,Express,3,1
T325993,P9567,Books,519.72,36.53,C89530,53,Female,6/29/2024 5:30,Credit Card,Standard,3,0
T445043,P4962,Electronics,955.32,259.32,C56093,41,Female,4/18/2024 11:56,Credit Card,Express,3,0
T151079,P9673,Electronics,196.94,6.34,C17943,66,Male,4/8/2024 5:06,Debit Card,Express,1,0
T371437,P6600,Electronics,620.12,72.49,C41490,52,Female,3/14/2024 6:35,Credit Card,Express,3,0
T441674,P3774,Books,535.53,114.95,C57829,47,Female,3/25/2024 4:33,PayPal,Express,2,0
T544386,P5572,Clothing,822.92,90.89,C68097,48,Male,3/9/2024 0:10,Net Banking,Standard,3,0
T938575,P6225,Electronics,347.38,95.47,C66994,29,Female,2/25/2024 8:02,Debit Card,Express,1,0
T904568,P9685,Clothing,805.2,228.61,C83442,69,Male,6/5/2024 0:56,Debit Card,Standard,5,1
T433814,P3702,Books,277.49,14.85,C65100,29,Male,10/17/2024 14:27,Debit Card,Express,4,1
T989267,P3752,Home & Kitchen,358.11,17.18,C39952,50,Other,1/20/2024 23:20,PayPal,Express,3,0
T770890,P1415,Clothing,950.15,165.3,C27482,68,Female,4/1/2024 17:10,Credit Card,Standard,1,0
T581387,P4520,Books,308.62,35.78,C38744,60,Other,4/13/2024 11:49,Debit Card,Express,1,0
T386488,P3963,Clothing,648.36,14.79,C64565,29,Female,9/24/2024 1:17,PayPal,Standard,1,0
T757010,P2769,Books,994.72,203.09,C19474,24,Other,1/15/2024 21:54,PayPal,Standard,1,0
T791163,P3607,Home & Kitchen,754.8,59.74,C79572,65,Female,3/23/2024 14:39,Credit Card,Express,2,0
T689703,P4543,Electronics,521.92,46.66,C44226,35,Female,5/16/2024 19:52,Credit Card,Standard,5,1
T414117,P1558,Clothing,187.61,32.39,C71555,41,Male,12/16/2024 3:37,PayPal,Express,3,1
T311356,P3891,Home & Kitchen,841.54,225.02,C96843,47,Other,2/3/2024 15:53,PayPal,Standard,1,0
T877265,P4265,Home & Kitchen,18.09,3.02,C38851,24,Other,3/29/2024 22:45,PayPal,Express,1,1
T149352,P1585,Home & Kitchen,271.58,8.42,C15052,62,Male,2/23/2024 5:19,Credit Card,Express,3,0
T162661,P7210,Home & Kitchen,792.75,21.54,C12477,31,Other,3/2/2024 9:10,Net Banking,Standard,1,0
T475871,P6880,Books,769.57,44.27,C30030,22,Male,8/14/2024 1:36,Credit Card,Standard,3,0
T151091,P5558,Clothing,651.59,65.53,C30377,66,Female,1/15/2024 17:21,Credit Card,Express,4,0
T564653,P6604,Clothing,274.71,43.08,C47415,29,Male,12/10/2024 3:13,PayPal,Express,5,1
T847171,P5511,Clothing,985.95,140.16,C55101,21,Female,8/3/2024 14:00,Credit Card,Standard,2,0
T404612,P6723,Books,529.19,36.59,C73412,69,Other,2/6/2024 1:16,Debit Card,Standard,5,1
T497942,P6977,Clothing,463.53,127.53,C71288,47,Other,9/19/2024 13:37,Debit Card,Standard,2,0
T491479,P2420,Electronics,340.27,24.56,C55999,57,Female,2/4/2024 18:07,Credit Card,Express,5,1
T689520,P3141,Clothing,878.73,179.37,C71420,44,Other,12/27/2024 6:14,Net Banking,Express,3,0
T439369,P3198,Electronics,146.22,17.8,C17592,36,Female,3/27/2024 10:41,Debit Card,Standard,4,1
T704741,P3194,Electronics,944.94,208.05,C15084,37,Male,8/26/2024 21:22,Debit Card,Express,2,0
T670227,P7845,Home & Kitchen,262.8,25.34,C32250,41,Male,9/7/2024 4:25,PayPal,Standard,2,0
T189592,P5816,Books,333.54,90.18,C28491,50,Female,11/23/2024 2:46,PayPal,Standard,2,0
T899192,P3364,Electronics,13.3,0.86,C77921,59,Female,3/3/2024 6:30,Credit Card,Standard,5,1
T797006,P1310,Clothing,374.03,74.82,C41630,22,Other,3/28/2024 1:17,Credit Card,Standard,2,1
T993352,P7502,Clothing,900.41,197.97,C18810,32,Female,8/14/2024 18:44,Debit Card,Standard,1,0
T957638,P9262,Books,239.96,37.18,C20669,57,Female,9/11/2024 19:12,Net Banking,Standard,5,1
T905746,P9691,Books,679.66,35.57,C18756,25,Other,8/16/2024 14:08,PayPal,Express,4,1
T664576,P7406,Clothing,972.69,257.37,C62997,23,Female,5/6/2024 2:51,Debit Card,Standard,4,1
T284133,P7877,Clothing,802.54,226.65,C57972,27,Female,1/30/2024 20:54,Debit Card,Standard,2,0
T236459,P3577,Electronics,290.1,35.51,C52389,44,Female,3/4/2024 16:48,PayPal,Standard,2,0
T628910,P4228,Books,931.4,206.57,C60797,42,Male,4/11/2024 14:58,Net Banking,Standard,4,0
T453651,P5130,Electronics,486.85,79.66,C54113,27,Male,10/19/2024 10:58,Net Banking,Express,2,0
T322255,P6791,Books,283.43,37.37,C10953,44,Male,2/5/2024 5:23,Credit Card,Standard,5,1
T796444,P4243,Electronics,401.67,78.96,C70446,62,Female,2/27/2024 1:17,PayPal,Express,3,0
T856709,P5839,Books,927.78,226.08,C42612,22,Male,2/26/2024 12:47,Credit Card,Express,4,1
T411725,P7392,Home & Kitchen,927.06,2.48,C62367,56,Female,7/22/2024 9:10,PayPal,Express,5,0
T414054,P5418,Books,360.88,39.59,C73214,29,Female,4/20/2024 10:32,Debit Card,Express,5,1
T198626,P6379,Books,910.83,245.97,C46149,32,Other,11/15/2024 1:51,Net Banking,Standard,2,0
T592415,P1013,Home & Kitchen,481.24,0.09,C42483,46,Other,4/30/2024 23:22,Debit Card,Standard,3,0
T770546,P4952,Home & Kitchen,374.82,111.87,C60929,66,Male,12/17/2024 4:19,Net Banking,Express,5,1
T577746,P5200,Electronics,86.87,17.24,C77770,55,Male,12/6/2024 5:20,Credit Card,Standard,5,1
T323333,P8986,Home & Kitchen,535.46,0.46,C96999,23,Other,5/13/2024 8:48,PayPal,Express,1,0
T769026,P8181,Electronics,178.24,22.18,C42044,27,Other,6/26/2024 5:55,Debit Card,Standard,1,0
T935234,P8313,Electronics,260.48,28.48,C65150,55,Female,8/21/2024 12:42,Debit Card,Standard,4,1
T355852,P6135,Electronics,337.91,100.81,C79356,42,Other,10/3/2024 19:07,Debit Card,Standard,5,1
T643053,P1873,Electronics,966.72,160.95,C16200,54,Male,7/13/2024 8:56,Credit Card,Standard,1,0
T759927,P9811,Home & Kitchen,483.92,3.51,C77921,39,Male,4/12/2024 2:59,PayPal,Standard,2,0
T856709,P5839,Books,927.78,226.08,C42612,22,Male,2/26/2024 12:47,Credit Card,Express,4,1
T228311,P7319,Home & Kitchen,466.46,12.58,C26389,47,Other,4/16/2024 9:36,PayPal,Express,5,1
T268395,P7849,Home & Kitchen,225.43,64.96,C30057,52,Male,4/8/2024 14:53,Net Banking,Standard,2,0
T161672,P2672,Home & Kitchen,579.15,160.89,C23859,43,Female,1/25/2024 18:34,Credit Card,Express,4,1
T266303,P6537,Home & Kitchen,326.05,49.11,C97170,18,Female,8/2/2024 20:12,Credit Card,Express,5,1
T162528,P5813,Electronics,431.98,124.86,C29556,56,Male,12/20/2024 20:40,PayPal,Standard,3,1
T170934,P5507,Electronics,540.72,110.84,C88463,29,Other,6/30/2024 12:23,Debit Card,Standard,4,1
T366362,P8614,Books,557.39,112.86,C50421,25,Other,12/16/2024 13:33,Net Banking,Standard,1,0
T479389,P6630,Clothing,754.17,150.46,C66245,54,Other,12/7/2024 0:08,PayPal,Standard,5,1
T533374,P5374,Clothing,375.34,11.44,C84555,57,Other,11/5/2024 22:25,Net Banking,Standard,3,0
T844821,P9296,Electronics,480.48,113.96,C92340,20,Female,7/28/2024 4:59,Credit Card,Standard,3,1
T256455,P2809,Clothing,422.81,6.08,C27138,20,Other,5/26/2024 14:53,Debit Card,Standard,5,1
T371437,P6600,Electronics,620.12,72.49,C41490,52,Female,3/14/2024 6:35,Credit Card,Express,3,0
T811732,P3050,Clothing,662.78,93.58,C75432,41,Other,8/7/2024 6:54,PayPal,Express,5,1
T462649,P2156,Books,367.83,41.63,C77259,43,Male,1/31/2024 4:57,Net Banking,Express,3,1
T727296,P7864,Books,909.52,106.07,C11749,30,Male,11/9/2024 23:27,Credit Card,Standard,5,1
T229784,P4252,Books,29.62,4.54,C39510,28,Female,9/15/2024 5:21,Net Banking,Standard,1,1
T912333,P4317,Home & Kitchen,806.89,218.99,C74013,30,Male,12/27/2024 1:31,Net Banking,Standard,1,0
T170168,P4493,Electronics,515.93,99.87,C36334,26,Other,1/27/2024 18:50,Net Banking,Standard,5,1
T526019,P2956,Clothing,612.94,120.17,C80094,22,Female,6/11/2024 8:59,Debit Card,Standard,4,1
T219443,P9622,Books,454.05,41.67,C12153,48,Male,7/28/2024 5:31,Net Banking,Standard,5,1
T576329,P2445,Books,770.2,162.39,C88303,33,Male,11/22/2024 2:39,Debit Card,Express,2,0
T204792,P8345,Electronics,338.74,77.54,C32510,63,Female,9/9/2024 14:48,Debit Card,Standard,3,0
T308047,P2292,Books,536.35,96.54,C53506,23,Female,8/17/2024 0:00,Debit Card,Express,4,1
T744284,P1246,Home & Kitchen,849.26,243.68,C39943,68,Female,1/7/2024 18:13,PayPal,Express,2,0
T794713,P4365,Books,443.09,0.71,C74032,45,Other,8/10/2024 1:18,Net Banking,Express,3,0
T470837,P2518,Home & Kitchen,815.56,171.92,C22943,64,Male,1/26/2024 7:22,Debit Card,Express,4,0
T727250,P5845,Home & Kitchen,392.58,94,C33480,36,Other,12/31/2024 12:56,Debit Card,Express,5,1
T209997,P5390,Home & Kitchen,946.69,122.47,C71732,57,Female,12/25/2024 16:08,Debit Card,Express,2,0
T761353,P3062,Clothing,73.61,10.13,C40842,63,Other,9/8/2024 21:00,Debit Card,Standard,1,0
T742759,P9309,Electronics,581.67,64.25,C99159,35,Female,10/27/2024 20:01,Debit Card,Express,4,1
T192804,P5195,Clothing,887.1,126.66,C70141,51,Female,3/9/2024 3:08,Credit Card,Express,3,0
T919666,P1440,Clothing,65.68,4,C14489,33,Other,3/29/2024 13:25,Credit Card,Express,3,1
T913916,P1273,Home & Kitchen,220.73,58.72,C47202,30,Male,5/26/2024 12:11,Net Banking,Standard,3,1
T790994,P9440,Books,329.27,39.91,C63528,59,Other,6/19/2024 20:53,Debit Card,Express,5,1
T117769,P1952,Home & Kitchen,464.16,116.94,C69557,37,Other,11/21/2024 22:47,Credit Card,Standard,4,1
T495828,P6762,Electronics,210.21,53.18,C73384,29,Male,5/30/2024 3:16,Net Banking,Standard,5,1
T226859,P2759,Clothing,43.68,8.33,C49624,39,Male,9/24/2024 6:19,Debit Card,Standard,2,1
T551425,P2955,Books,385.42,66.56,C28483,30,Female,9/18/2024 19:43,Debit Card,Standard,2,0
T242509,P4417,Clothing,867.33,186.71,C27158,69,Male,4/28/2024 16:15,Credit Card,Express,1,0
T913262,P3130,Home & Kitchen,241.44,56.37,C81490,27,Female,11/12/2024 22:53,Debit Card,Express,1,0
T761141,P9925,Books,689.99,69.37,C99688,65,Female,7/27/2024 13:53,Net Banking,Express,1,0
T659104,P3915,Electronics,86.5,23.58,C25984,56,Male,6/25/2024 23:31,Credit Card,Standard,1,0
T841728,P1036,Clothing,82.72,9.76,C66577,52,Female,8/3/2024 4:19,Credit Card,Express,1,0
T827783,P7012,Electronics,109.54,2.85,C84957,31,Other,6/18/2024 19:02,PayPal,Standard,1,0
T801885,P4764,Clothing,756.54,10.87,C20613,47,Female,2/2/2024 1:49,Credit Card,Express,2,0
T821695,P9533,Clothing,152.08,20.48,C56877,36,Female,9/30/2024 7:47,Debit Card,Express,4,1
T997563,P3841,Clothing,376.96,77.19,C46092,56,Male,4/23/2024 22:52,Net Banking,Standard,3,1
T789144,P4357,Clothing,810.11,62.07,C16272,54,Female,11/5/2024 9:09,Credit Card,Express,3,0
T730697,P4262,Electronics,297.21,17.02,C18661,61,Other,10/19/2024 21:14,Debit Card,Express,4,1
T971013,P4390,Clothing,497.6,18.38,C61075,45,Other,11/3/2024 15:34,Credit Card,Express,5,1
T175659,P8438,Electronics,734.54,31.95,C59403,34,Male,3/5/2024 5:22,Credit Card,Standard,5,1
T262333,P8061,Clothing,419.86,45.7,C62780,20,Female,4/5/2024 11:48,Net Banking,Express,2,0
T633723,P6512,Books,904.67,0.62,C77661,49,Male,11/17/2024 6:59,Debit Card,Standard,4,0
T568081,P7802,Home & Kitchen,659.13,102.99,C91021,34,Male,10/24/2024 7:42,Net Banking,Express,3,0
T882647,P1114,Electronics,167.69,44.94,C14611,43,Other,6/17/2024 12:21,PayPal,Standard,3,1
T892754,P4126,Home & Kitchen,854.1,233.41,C12128,59,Other,1/11/2024 10:34,Debit Card,Express,4,0
T634622,P8743,Books,482.77,80.54,C29355,18,Other,8/21/2024 8:04,Debit Card,Express,1,0
T934620,P2394,Electronics,997.63,221,C41321,56,Female,12/5/2024 4:56,Net Banking,Standard,3,0
T458293,P2733,Clothing,409.59,114.11,C31406,47,Female,8/15/2024 19:48,Credit Card,Express,3,1
T204792,P8345,Electronics,338.74,77.54,C32510,63,Female,9/9/2024 14:48,Debit Card,Standard,3,0
T259668,P6866,Clothing,592.94,154.1,C59680,50,Other,6/17/2024 22:41,Debit Card,Standard,4,1
